idLugar	FLAG_alandalus	nisba	major_toponym	nombre	nombre_castellano	lat	lng	idLugarALT
LUG00966	1	السرني		سرتة/ سرنة	Zurita	NA	NA	
LUG00113	0	السوداني		بلاد السودان	País de los negros	NA	NA	
LUG00116	0	الشامي		الشام	Siria	NA	NA	
LUG00342	1	الشبرانهي		شبرانه	Chiprana	NA	NA	
LUG01476	1	الشبلاري		شبلار	Šabulār (Córdoba)	NA	NA	
LUG00689	1	الشتيقشي		شُتّيقَشْ (قرية)	Soticas	NA	NA	
LUG00891	1	الشراني		شرانة	Jarana	NA	NA	
LUG01464	1	الشقندي		شقندة	Secunda (Córdoba)	NA	NA	
LUG00048	1	الشقوري		شقورة	Segura	NA	NA	
LUG00887	1	الشلبري		شلبر	*Šallabar	NA	NA	
LUG00569	1	الشلبي		شلب [من إقليم برجلة قيس]	* Šalab	NA	NA	
LUG00445	0	الشمنتاني		شمنتان	Šumuntān/Somontín	NA	NA	
LUG00640	1	الشمنتي		شمنت	* Šumunt	NA	NA	
LUG01506	1	الشنتلي		شنتلية	Santaella	NA	NA	
LUG01369	1	الشيي		شية	Egea ?	NA	NA	
LUG00166	0	الصحراوي		الصحراء	Sahara	NA	NA	
LUG01169	0	الصعيدي		الصعيد	Alto Egipto	NA	NA	
LUG00370	1	الصيري		الصير مورته_قرية [من إقليم البساط من قرى غرناطة]	*al-Ṣīr Muwartuh	NA	NA	
LUG00511	0	الصيني		بلاد الصين	China	NA	NA	
LUG01515	1	الطالقي		طالقة	Itálica	NA	NA	
LUG01312	1	الطعيري		طعير_قرية [من إقليم برجله]	*Ṭaʿīr	NA	NA	
LUG01080	1	الطيلاطي		طيلاطة [من ظاهر إشبيلية]	Tejada	NA	NA	إشبيلية
LUG00191	0	العدوي		العدوة	al-ʿIdwa	NA	NA	
LUG00839	0	الفارسي		الفارس	Persia	NA	NA	
LUG00535	1	الفرخشبيطي		فرخشبيط_قرية [من قرى الآشات]	*Farajšabīṭ	NA	NA	
LUG00651	1	الفرغليطي		فرغليط (قرية، حصن)	Fargalit	NA	NA	
LUG00467	0	الفلسطيني		فلستين / فلسطين	Palestina	NA	NA	
LUG00643	1	الفنتنالي		مقبرة باب فنتنالة	Cementerio de Bāb Funtanella	NA	NA	
LUG00715	1	الفنتياني		فنتيانة [من نظر وادي آش]	*Funtiyāna	NA	NA	
LUG01337	1	الفيساني		فيسانة / بيسانة (قرية)	* Fīsāna	NA	NA	
LUG00633	1	القبانشي		قبانش_قرية [من أشونة]	*Qabānaš	NA	NA	
LUG01232	1	القشاشي		قشاشة (قرية)	* Qušāša	NA	NA	
LUG00518	1	القشياني		قشيانة_حصن [رية]	*Qašyāna	NA	NA	
LUG00515	1	القصبي		القصب (إقليم)	* al-Qaṣab	NA	NA	
LUG01352	1	القلنالي		قلنالة_قرية [من فحص غرناطة]	*Qalnāla	NA	NA	
LUG00425	1	القمراطي		قمراطة	Qimrāṭa	NA	NA	
LUG00756	1	الكزني		كزنة	Cuzna	NA	NA	
LUG01547	0	الكشاني		كشانية	Kušaniyya	NA	NA	
LUG00156	0	اللمطي		قصر لمطة	Qaṣr Lamṭa	NA	NA	
LUG00264	1	اللوشي		لوشة	Loja	NA	NA	
LUG01543	1	الماوراءالنهري		ما وراء النهر	Transoxiana	NA	NA	
LUG01441	1	المتعي		مقبرة متعة	Cementerio de Mutʿa	NA	NA	
LUG01483	0	المراكشي		مقبرة باب أغمات (مراكش)	Cementerio de Bāb Agmāt (Marraquech)	NA	NA	
LUG00045	0	المشرقي		المشرق	Oriente	NA	NA	
LUG00660	0	المصري		البلاد المصرية	Egipto	NA	NA	
LUG01289	1	المطخشارشي		مطخشارش	* Maṭaḫšāriš	NA	NA	
LUG00581	1	المعطشي		المعطشة (قرية)	* al-Muʿaṭṭaša	NA	NA	
LUG00052	0	المغربي		المغرب	Magreb	NA	NA	
LUG00103	0	المغربي		الغرب/المغرب	Magreb	NA	NA	
LUG01542	0	المغرياني		مغريانة	Magrayāna	NA	NA	
LUG01405	1	المقرياني		مقريانة (قرية)	* Maqriyāna	NA	NA	
LUG00110	1	المكناسي		مكناسة	Miknāsa	NA	NA	
LUG01045	1	المليشي		مليش / مليشة	*Malīš / Malīša	NA	NA	
LUG00503	1	المنتاني		منتانة_حصن	* Muntāna (ḥiṣn)	NA	NA	
LUG00196	1	المنتاني		منتانة_قرية [من قرى مرسية]	*Muntāna	NA	NA	
LUG00834	1	المنتماسي		منتماس / ملتماس/ ملبماس (حصن)	Bentomiz	NA	NA	
LUG00559	1	المنتوجبي		منتوجب / منتوجت_حصن	* Muntwağab / Muntwağat	NA	NA	
LUG01561	1	المنقاني		منقانة	Manqāna	NA	NA	
LUG00159	0	المنيشي		منيش (قرية)	Manīš (alquería	NA	NA	
LUG00798	1	الموصلي		موصل [قرية بأشبونة]	*Mawṣil	NA	NA	
LUG00450	1	النجشي		النجش [من وادي المنصورة]	*al-Nağaš	NA	NA	
LUG00838	1	النشيمي		منت لشم/نشيم	Montija	NA	NA	
LUG01371	1	النقسري		نقسرة	*Niqasra	NA	NA	
LUG00752	0	الهندي		الهند	India [LUG00670]	NA	NA	
LUG00178	1	الوزغي		وزغة (قرية)	* Wazaga	NA	NA	
LUG01266	1	اليسري		يسر (حصن)	* Yusr	NA	NA	
LUG00957	1	اليليري		يلير (قرية)	Yalīr *	NA	NA	
